EEG,alpha,beta,delta,theta
1.43433,1.05373,0.0954,1.03498,-0.87879
1.70898,1.05418,0.20794,1.06916,-0.90366
2.40479,0.93088,0.27715,1.09772,-0.89141
2.37427,0.7025,0.20458,1.12058,-0.84328
1.37939,0.40186,-0.0288,1.13771,-0.76194
0.12817,0.07146,-0.33807,1.1492,-0.65129
-0.60425,-0.24258,-0.57634,1.1552,-0.51642
-0.10986,-0.49712,-0.61583,1.15596,-0.36336
0.80566,-0.6583,-0.41626,1.15184,-0.19874
0.76294,-0.70659,-0.04278,1.14331,-0.02953
0.36011,-0.63999,0.37061,1.13081,0.13731
0.37231,-0.47434,0.68213,1.1148,0.29513
1.2146,-0.24096,0.79071,1.09579,0.43779
2.32544,0.01803,0.65547,1.07442,0.55986
1.99585,0.25594,0.29647,1.05142,0.65675
0.83618,0.42873,-0.20361,1.02755,0.72487
-0.04883,0.5021,-0.69807,1.00352,0.76198
-0.15869,0.45741,-0.99913,0.98006,0.76722
0.8728,0.2953,-0.94603,0.9579,0.74106
1.50146,0.0361,-0.50203,0.93781,0.6852
1.62964,-0.2824,0.1816,0.92051,0.6024
1.37329,-0.60974,0.80075,0.90667,0.49652
1.07422,-0.88976,1.0468,0.89695,0.37227
1.30615,-1.06893,0.79429,0.89195,0.23507
1.51367,-1.10495,0.20168,0.89224,0.09078
1.37939,-0.97376,-0.36542,0.8983,-0.05468
0.67749,-0.67441,-0.5648,0.91056,-0.19547
0.10986,-0.23068,-0.315,0.92943,-0.32606
0.76294,0.31058,0.13322,0.95529,-0.44135
2.29492,0.88447,0.36405,0.98836,-0.53701
3.43628,1.41615,0.10566,1.02873,-0.60971
2.59399,1.83066,-0.53528,1.07639,-0.65707
1.07422,2.06314,-1.10036,1.13122,-0.67778
0.72632,2.06825,-1.07904,1.19304,-0.67163
1.70288,1.82711,-0.29024,1.26154,-0.63956
3.04565,1.35124,0.9264,1.33635,-0.58372
3.54614,0.68248,1.86956,1.41701,-0.50709
2.6062,-0.111,1.9079,1.50303,-0.4134
0.75684,-0.9421,0.90592,1.59381,-0.30697
-1.61743,-1.71509,-0.64584,1.68871,-0.19255
-3.35693,-2.33718,-1.89963,1.78698,-0.07509
-3.74756,-2.73042,-2.15647,1.88789,0.04048
-2.72217,-2.84157,-1.28671,1.99063,0.14955
-0.68359,-2.64921,0.20078,2.09437,0.2478
1.3855,-2.1669,1.47657,2.19824,0.33149
2.96631,-1.44211,1.88214,2.30133,0.39751
3.25317,-0.5513,1.28434,2.40272,0.44367
3.11279,0.40925,0.09384,2.50148,0.46876
3.43628,1.33471,-1.02449,2.59676,0.47253
4.53491,2.12424,-1.53865,2.68777,0.45575
6.03027,2.69274,-1.29662,2.77377,0.42008
6.98242,2.98057,-0.52347,2.85406,0.3681
7.33643,2.96006,0.37266,2.928,0.30305
7.52563,2.63824,1.02879,2.99506,0.22861
7.2876,2.05531,1.25863,3.05473,0.14862
6.50635,1.27923,1.05917,3.10656,0.06694
4.75464,0.39713,0.54716,3.15023,-0.01252
2.56348,-0.4952,-0.1029,3.18557,-0.08597
0.70801,-1.30447,-0.69603,3.2125,-0.1499
-0.45776,-1.95051,-1.0504,3.23095,-0.20141
-0.89722,-2.37454,-1.05099,3.24089,-0.23837
-1.00098,-2.5447,-0.70915,3.24243,-0.25948
-0.60425,-2.45815,-0.17838,3.23582,-0.26426
0.29297,-2.13968,0.30872,3.22145,-0.25307
1.49536,-1.63719,0.55958,3.19973,-0.22702
2.37427,-1.01445,0.52721,3.17108,-0.18787
2.41699,-0.3429,0.32799,3.13603,-0.13795
2.52075,0.30695,0.15608,3.09521,-0.08015
3.125,0.87315,0.14949,3.04933,-0.01778
4.41284,1.30844,0.29691,2.99909,0.04554
5.32837,1.58394,0.44869,2.94518,0.10618
5.2063,1.6902,0.42137,2.88838,0.1607
4.3396,1.63608,0.12339,2.82949,0.20602
3.49121,1.4455,-0.37792,2.76928,0.23958
2.948,1.15286,-0.88745,2.70853,0.25938
3.16162,0.79775,-1.18227,2.64796,0.26416
3.33862,0.4199,-1.11751,2.58824,0.25342
3.41797,0.05508,-0.68443,2.53003,0.22748
3.32031,-0.26794,-0.00357,2.47393,0.18739
3.22876,-0.52921,0.72607,2.42054,0.13497
3.68042,-0.71797,1.29152,2.37035,0.07259
4.26636,-0.83178,1.52301,2.32373,0.00307
4.29077,-0.87464,1.3358,2.281,-0.07032
3.00293,-0.85503,0.75696,2.24239,-0.14398
0.81177,-0.78386,-0.07008,2.20809,-0.21416
-0.64697,-0.67272,-0.91197,2.17817,-0.27727
-0.89111,-0.53272,-1.5095,2.15259,-0.33012
-0.37231,-0.37393,-1.6628,2.13118,-0.36996
-0.04883,-0.20539,-1.30784,2.11369,-0.39467
-0.02441,-0.03532,-0.55156,2.09984,-0.40281
0.81177,0.12866,0.35676,2.08927,-0.39375
2.0813,0.27893,1.11178,2.08158,-0.36759
3.20435,0.40755,1.46504,2.07627,-0.32504
3.302,0.50655,1.31972,2.07278,-0.26758
2.88696,0.56851,0.76558,2.07049,-0.19742
2.51465,0.58775,0.03897,2.0687,-0.11758
2.03857,0.56125,-0.57957,2.06672,-0.0317
1.67847,0.48965,-0.88515,2.06385,0.05642
1.5564,0.37784,-0.82941,2.05946,0.14301
2.00806,0.23485,-0.52271,2.05286,0.22451
2.66113,0.07333,-0.15779,2.0433,0.29741
2.91138,-0.09158,0.0978,2.03003,0.35841
2.70996,-0.24368,0.1813,2.01241,0.4046
2.36206,-0.36744,0.1453,1.9899,0.43386
2.22778,-0.45008,0.10028,1.96208,0.44503
2.57568,-0.48318,0.13159,1.92854,0.43769
3.07617,-0.46396,0.24165,1.8889,0.41221
3.16162,-0.39554,0.35156,1.84278,0.36973
2.7771,-0.28663,0.3567,1.78996,0.31223
2.27661,-0.15052,0.19763,1.73034,0.24249
2.00195,-0.00339,-0.09602,1.66396,0.16371
1.68457,0.13765,-0.41432,1.59091,0.07945
1.15356,0.25671,-0.61821,1.5114,-0.00651
0.72632,0.34081,-0.60537,1.42574,-0.09039
0.70801,0.38135,-0.35827,1.33431,-0.16844
0.73853,0.37512,0.04471,1.23758,-0.23715
0.64087,0.32453,0.45616,1.13611,-0.29347
0.44556,0.23705,0.71592,1.03055,-0.33494
0.43945,0.124,0.71403,0.92159,-0.35981
0.22583,-0.00108,0.4384,0.80996,-0.36712
-0.18921,-0.12393,-0.01468,0.69649,-0.35672
-0.87891,-0.23101,-0.47566,0.58211,-0.32931
-1.45874,-0.31092,-0.7676,0.46783,-0.28632
-1.30005,-0.3556,-0.77715,0.35464,-0.22989
-0.66528,-0.36116,-0.49859,0.2435,-0.16276
0.06714,-0.32804,-0.03424,0.13526,-0.08826
0.6897,-0.26055,0.44576,0.03079,-0.01003
1.16577,-0.16607,0.76687,-0.06906,0.06816
1.25122,-0.05425,0.81175,-0.16339,0.14258
0.85449,0.06395,0.56057,-0.25129,0.20967
0.32349,0.17725,0.1016,-0.33195,0.26624
0.12207,0.27503,-0.39498,-0.40462,0.30971
0.46997,0.34832,-0.73566,-0.46871,0.33808
0.39063,0.3907,-0.78173,-0.52377,0.35001
-0.07935,0.39851,-0.5167,-0.56945,0.34493
-0.3418,0.37102,-0.06523,-0.60548,0.32313
0.25024,0.31028,0.35768,-0.63164,0.2858
1.06812,0.22118,0.55495,-0.64787,0.23483
1.11694,0.11129,0.45622,-0.65423,0.17268
-0.08545,-0.01002,0.16037,-0.65088,0.10233
-1.5564,-0.13249,-0.1233,-0.63804,0.027
-1.70898,-0.24585,-0.20788,-0.61603,-0.04986
-1.0376,-0.34047,-0.05332,-0.58534,-0.12471
-0.6958,-0.408,0.20145,-0.54654,-0.19416
-1.34277,-0.44221,0.32852,-0.5003,-0.2551
-2.09351,-0.4397,0.17175,-0.44733,-0.30486
-1.94702,-0.40031,-0.23053,-0.38853,-0.34129
-1.78223,-0.32708,-0.64721,-0.32481,-0.3629
-1.98364,-0.22596,-0.79107,-0.25713,-0.36902
-2.11182,-0.10544,-0.50471,-0.18648,-0.35976
-1.06201,0.02415,0.12248,-0.11387,-0.33593
0.8667,0.15157,0.78375,-0.0404,-0.29894
1.94702,0.2659,1.11868,0.03287,-0.25089
1.48315,0.35774,0.91572,0.10493,-0.19439
0.354,0.4201,0.2377,0.17486,-0.13244
-0.26856,0.44884,-0.60085,0.24175,-0.06815
0.18311,0.44269,-1.19058,0.30466,-0.00457
0.66528,0.40318,-1.23247,0.36266,0.05533
0.92773,0.33451,-0.68629,0.41497,0.10875
1.0437,0.24308,0.20821,0.46095,0.15336
1.46484,0.13656,1.04215,0.50008,0.18737
2.06909,0.02308,1.42531,0.53192,0.2096
2.05078,-0.08944,1.16655,0.55607,0.21955
1.44653,-0.19361,0.36569,0.57229,0.21742
0.11597,-0.28312,-0.62542,0.58045,0.20421
-1.00098,-0.35317,-1.36018,0.58058,0.18153
-1.45874,-0.40057,-1.5054,0.57276,0.15146
-1.02539,-0.42345,-1.00074,0.55721,0.11646
0.31738,-0.42086,-0.08867,0.53426,0.07929
1.31836,-0.39273,0.8072,0.50441,0.04289
1.78223,-0.33982,1.29497,0.46826,0.0101
1.22681,-0.26399,1.20501,0.42649,-0.01646
0.12817,-0.16833,0.65642,0.37981,-0.03462
-0.43335,-0.0572,-0.0339,0.32902,-0.0427
-0.60425,0.06374,-0.53983,0.27499,-0.03963
-0.47607,0.1876,-0.69601,0.21869,-0.02506
-0.36011,0.30629,-0.55369,0.16114,0.00059
-0.43945,0.41091,-0.30179,0.10343,0.0361
-0.18311,0.4924,-0.1204,0.04668,0.07952
0.14648,0.54239,-0.06982,-0.008,0.12828
0.61035,0.55409,-0.0825,-0.05956,0.17925
1.08643,0.52316,-0.04703,-0.10703,0.2289
1.09863,0.44842,0.08977,-0.1495,0.2736
0.90942,0.33258,0.27973,-0.186,0.30985
0.72632,0.18226,0.41513,-0.21559,0.33446
0.87891,0.00784,0.41448,-0.23741,0.34457
0.8606,-0.17743,0.28189,-0.25074,0.33781
0.25635,-0.35834,0.09747,-0.25501,0.31255
-0.3479,-0.51895,-0.04918,-0.24973,0.26805
-0.95825,-0.64396,-0.12409,-0.23452,0.20454
-1.11084,-0.7203,-0.16224,-0.20901,0.12308
-1.09863,-0.73881,-0.22291,-0.173,0.02572
-0.89722,-0.6952,-0.3287,-0.1264,-0.08452
-0.76904,-0.59062,-0.43798,-0.06933,-0.20376
-0.93384,-0.43168,-0.47047,-0.00206,-0.3274
-0.89722,-0.22998,-0.36217,0.07502,-0.45043
-0.37231,-0.00128,-0.10647,0.16143,-0.56738
0.44556,0.23581,0.24187,0.25665,-0.67265
1.33667,0.46139,0.59311,0.36008,-0.76083
1.51367,0.65583,0.853,0.47094,-0.82696
1.47705,0.80158,0.93955,0.5883,-0.86688
1.08032,0.88457,0.79263,0.71112,-0.87734
0.53101,0.89549,0.39184,0.83839,-0.85629
0.03662,0.83081,-0.21248,0.96907,-0.8029
-0.31738,0.69334,-0.87731,1.10206,-0.71749
-0.40283,0.49228,-1.38639,1.23618,-0.60165
-0.62256,0.24246,-1.52522,1.37019,-0.45835
-0.79346,-0.03659,-1.18406,1.5029,-0.29184
-0.23193,-0.32221,-0.43077,1.63316,-0.1076
1.30615,-0.59025,0.4985,1.75986,0.08811
3.26538,-0.81691,1.29379,1.88187,0.28837
4.18701,-0.98077,1.70138,1.9981,0.4858
3.6499,-1.06473,1.61641,2.1076,0.67292
2.76489,-1.05784,1.09672,2.20951,0.84241
2.20337,-0.95684,0.31039,2.30299,0.98751
2.29492,-0.76679,-0.53443,2.38729,1.10216
2.49634,-0.50126,-1.23784,2.46173,1.18143
2.49023,-0.18157,-1.6314,2.52573,1.22164
2.63672,0.16461,-1.60126,2.57886,1.22062
2.84424,0.50555,-1.12871,2.62077,1.17774
3.80859,0.80854,-0.32781,2.65124,1.09396
5.35889,1.04307,0.56035,2.67022,0.97186
6.51855,1.18414,1.24422,2.67778,0.81553
6.92139,1.21512,1.50416,2.67408,0.6304
5.98755,1.13004,1.29259,2.65942,0.42306
4.49829,0.93474,0.74778,2.63428,0.20104
3.20435,0.6467,0.10812,2.59928,-0.02752
2.00195,0.29363,-0.41729,2.55506,-0.25429
1.17188,-0.08916,-0.73557,2.50225,-0.47093
0.24414,-0.46241,-0.86498,2.44157,-0.66939
-0.43945,-0.78721,-0.85857,2.37391,-0.84231
-0.93384,-1.02942,-0.73094,2.30023,-0.98341
-1.14746,-1.1636,-0.45446,2.22148,-1.08783
-1.10474,-1.17616,-0.02494,2.13868,-1.15213
-0.65308,-1.0672,0.46694,2.05287,-1.17433
0.43335,-0.85058,0.8379,1.96513,-1.15411
1.47705,-0.55236,0.90838,1.87651,-1.09286
1.70898,-0.20761,0.62931,1.7881,-0.99372
1.12915,0.14367,0.13985,1.70098,-0.86134
0.54321,0.4615,-0.30219,1.61621,-0.70157
0.98267,0.71076,-0.47846,1.53471,-0.52135
2.27051,0.86558,-0.34946,1.45741,-0.32842
3.28979,0.91241,-0.07413,1.38525,-0.13095
3.13721,0.85159,0.10842,1.31904,0.06283
2.24609,0.69694,0.05097,1.25939,0.24514
1.59912,0.47353,-0.19819,1.20685,0.40885
1.75171,0.21401,-0.43453,1.1619,0.5477
2.18506,-0.04578,-0.4487,1.125,0.65657
2.31323,-0.27142,-0.17979,1.09649,0.73159
2.19116,-0.43459,0.23906,1.07658,0.77046
2.09961,-0.5169,0.5731,1.06539,0.77253
1.83105,-0.51235,0.64635,1.06292,0.73896
1.65405,-0.42764,0.45294,1.06911,0.67253
1.71509,-0.28081,0.14429,1.08379,0.57736
1.72119,-0.09845,-0.09394,1.10665,0.45867
1.26953,0.08826,-0.17643,1.13727,0.3227
0.61035,0.2482,-0.16675,1.17512,0.17651
0.36011,0.35511,-0.20489,1.21962,0.02769
0.65918,0.39128,-0.3735,1.27008,-0.1162
0.62256,0.35004,-0.60558,1.32574,-0.24806
0.14038,0.23657,-0.70745,1.38578,-0.36141
-0.10376,0.0674,-0.4892,1.44941,-0.45047
0.49439,-0.13203,0.08461,1.51583,-0.51058
1.48926,-0.33119,0.827,1.58415,-0.53859
1.92871,-0.49918,1.3978,1.65343,-0.5329
1.83716,-0.60916,1.47738,1.72271,-0.49352
1.53809,-0.64192,0.94486,1.79104,-0.42188
1.22681,-0.58867,-0.04007,1.85746,-0.32082
0.91553,-0.45225,-1.09675,1.92101,-0.19473
0.08545,-0.24704,-1.79322,1.98071,-0.04939
-0.21362,0.00314,-1.83752,2.03554,0.10825
1.14746,0.26838,-1.20173,2.08457,0.27044
3.61328,0.51653,-0.12779,2.12695,0.42909
5.84106,0.71742,0.97833,2.16193,0.57607
6.073,0.84668,1.71016,2.18879,0.70368
5.2002,0.8889,1.81489,2.20683,0.80491
4.44336,0.8395,1.28139,2.21542,0.87393
4.38232,0.70475,0.33539,2.21398,0.90614
4.15039,0.50033,-0.65438,2.20199,0.89841
2.88696,0.24904,-1.32296,2.17895,0.84913
0.96436,-0.02242,-1.45267,2.14446,0.75834
-0.18921,-0.2866,-1.05265,2.09821,0.62798
0.48828,-0.51878,-0.3396,2.04005,0.46188
2.11792,-0.69942,0.37113,1.96989,0.26552
2.70996,-0.81581,0.80958,1.88772,0.04585
1.42212,-0.86265,0.86071,1.79356,-0.18914
-0.28687,-0.84168,0.58803,1.68755,-0.43051
-0.85449,-0.76031,0.17256,1.56986,-0.66879
-0.28687,-0.62975,-0.18937,1.44072,-0.89436
0.14038,-0.46316,-0.37093,1.30045,-1.09789
-0.21362,-0.27404,-0.34538,1.14939,-1.27064
-0.54321,-0.0749,-0.16857,0.98797,-1.40488
-0.49439,0.1235,0.0593,0.81674,-1.4942
-0.05493,0.31252,0.22886,0.63629,-1.53384
0.1648,0.4851,0.25201,0.44732,-1.52076
-0.01221,0.63498,0.09699,0.25054,-1.45375
-0.37842,0.75579,-0.17872,0.04668,-1.33346
-0.56763,0.84056,-0.42711,-0.16353,-1.16258
-0.5188,0.88177,-0.47032,-0.37925,-0.94587
-0.3479,0.87185,-0.21207,-0.59958,-0.68994
-0.14648,0.80421,0.26524,-0.82351,-0.40296
0.07935,0.67468,0.70142,-1.05008,-0.09422
0.21973,0.48329,0.79271,-1.27837,0.22608
-0.01221,0.23587,0.39552,-1.50741,0.54719
-0.78735,-0.05493,-0.3349,-1.73614,0.8581
-2.14233,-0.3696,-0.98937,-1.96351,1.14789
-2.99683,-0.68273,-1.1397,-2.1885,1.4062
-2.9541,-0.96502,-0.62581,-2.4101,1.62365
-1.83716,-1.18625,0.30319,-2.62729,1.79225
-1.17188,-1.31872,1.11485,-2.83898,1.90564
-1.35498,-1.34067,1.32373,-3.0441,1.9592
-2.33765,-1.23979,0.81161,-3.24157,1.95037
-3.27148,-1.01592,-0.08841,-3.43035,1.87869
-3.57056,-0.68231,-0.81382,-3.60939,1.74593
-3.6377,-0.26538,-0.95441,-3.77769,1.55593
-3.24707,0.19743,-0.52656,-3.93427,1.3143
-2.50854,0.66115,0.05872,-4.0782,1.02855
-1.97754,1.07802,0.31385,-4.20866,0.70771
-1.89819,1.40299,0.04731,-4.32493,0.36208
-2.67334,1.59896,-0.48494,-4.4263,0.00278
-3.73535,1.64143,-0.76451,-4.51198,-0.35877
-4.15649,1.52191,-0.40417,-4.58123,-0.71108
-4.00391,1.24943,0.53385,-4.63347,-1.04288
-3.45459,0.85016,1.5282,-4.6683,-1.34351
-3.43018,0.36464,1.91549,-4.68542,-1.60333
-4.82788,-0.15655,1.32658,-4.68458,-1.81406
-7.73315,-0.6585,-0.04947,-4.66554,-1.96905
-10.5347,-1.08818,-1.54954,-4.62816,-2.06342
-11.2915,-1.40062,-2.41311,-4.57244,-2.09435
-10.3394,-1.5641,-2.21163,-4.49852,-2.06112
-8.3252,-1.56368,-1.06925,-4.40664,-1.96512
-6.92139,-1.40283,0.43807,-4.29711,-1.80972
-5.896,-1.10303,1.61629,-4.17038,-1.60006
-4.72412,-0.70113,2.00735,-4.02704,-1.343
-3.75366,-0.24461,1.57255,-3.86779,-1.0468
-3.09448,0.21448,0.63945,-3.69339,-0.72091
-2.948,0.62564,-0.31654,-3.50468,-0.37558
-3.16162,0.94553,-0.91411,-3.30262,-0.0216
-2.7832,1.14281,-1.01139,-3.08831,0.33002
-1.92871,1.20164,-0.71296,-2.86291,0.66851
-0.89111,1.12338,-0.26762,-2.62772,0.9836
0.07324,0.9258,0.07434,-2.38402,1.26589
0.47607,0.64024,0.17754,-2.13316,1.5071
0.6897,0.30716,0.0671,-1.87659,1.70034
0.57373,-0.02933,-0.10997,-1.61579,1.84038
0.36621,-0.32711,-0.18219,-1.35231,1.92376
0.43335,-0.55115,-0.05606,-1.08768,1.94875
0.95825,-0.67781,0.23052,-0.82344,1.91546
1.75171,-0.69733,0.53351,-0.56109,1.82575
2.09961,-0.6149,0.68764,-0.30215,1.68328
1.84937,-0.44944,0.59696,-0.04811,1.49326
1.34888,-0.23054,0.2776,0.19961,1.26229
0.93384,0.00587,-0.16449,0.43966,0.99812
0.83618,0.22259,-0.59263,0.67075,0.70931
0.26856,0.38614,-0.88991,0.89166,0.40496
-0.1648,0.47139,-0.97503,1.10119,0.09442
0.13428,0.46505,-0.7977,1.29826,-0.21291
0.84839,0.36769,-0.34712,1.48187,-0.5079
1.28784,0.19356,0.3099,1.65117,-0.78196
1.11084,-0.0316,0.99329,1.8056,-1.02729
1.08032,-0.27405,1.43269,1.94469,-1.23716
1.17188,-0.49655,1.3795,2.06802,-1.40609
1.24512,-0.66335,0.76081,2.17522,-1.5301
0.59204,-0.74525,-0.22541,2.26612,-1.60662
-0.61646,-0.72405,-1.16471,2.34079,-1.63461
-1.54419,-0.5954,-1.62567,2.39943,-1.61449
-1.45874,-0.36974,-1.39646,2.44235,-1.54819
0.25024,-0.07113,-0.60831,2.46997,-1.43896
2.70996,0.26551,0.33898,2.4829,-1.29135
4.11987,0.59845,1.00495,2.48187,-1.11091
3.80859,0.88437,1.14662,2.46769,-0.90408
2.92969,1.08402,0.81878,2.44124,-0.678
2.72827,1.16757,0.28887,2.4035,-0.44016
3.40576,1.11871,-0.1572,2.35555,-0.19812
3.57056,0.93684,-0.37651,2.29861,0.04083
3.00903,0.63769,-0.39997,2.23395,0.26971
2.30713,0.25184,-0.34074,2.16288,0.48199
1.9104,-0.17856,-0.27747,2.08675,0.67194
1.72729,-0.60463,-0.20778,2.00688,0.83475
1.3855,-0.97659,-0.09281,1.92454,0.96671
1.32446,-1.25003,0.06768,1.84102,1.06508
1.48315,-1.39142,0.20895,1.75753,1.12827
1.57471,-1.38233,0.2531,1.67532,1.15612
1.20239,-1.22173,0.1888,1.59556,1.14973
0.83008,-0.9264,0.09573,1.51936,1.11127
1.37329,-0.52927,0.08127,1.44773,1.04371
2.50854,-0.07564,0.17402,1.38151,0.95081
3.07617,0.38254,0.27252,1.3215,0.83711
2.98462,0.7932,0.20882,1.26836,0.7076
2.92969,1.11024,-0.10965,1.22265,0.56755
2.80762,1.29896,-0.58672,1.18479,0.42211
2.73438,1.34002,-0.9549,1.15505,0.27636
2.22778,1.23191,-0.93221,1.1336,0.13518
2.14233,0.99093,-0.4185,1.1205,0.00296
2.83203,0.64885,0.40653,1.11561,-0.11657
3.28369,0.24867,1.16209,1.11907,-0.22058
2.89917,-0.16074,1.4785,1.13096,-0.30715
1.68457,-0.53068,1.2048,1.15052,-0.37522
0.23804,-0.81862,0.48007,1.17639,-0.42463
-0.58594,-0.99362,-0.3685,1.20699,-0.45598
-0.98877,-1.03983,-1.01918,1.2416,-0.47062
-1.45874,-0.9581,-1.30739,1.28001,-0.47049
-1.60522,-0.76512,-1.24762,1.32173,-0.45813
-1.07422,-0.49091,-0.94182,1.36581,-0.43659
0.177,-0.17465,-0.47152,1.41102,-0.40907
1.18408,0.14046,0.13025,1.45622,-0.37883
1.81274,0.41304,0.81343,1.50037,-0.34895
2.44751,0.60919,1.42845,1.54258,-0.32223
3.36914,0.70693,1.72859,1.58196,-0.30109
3.33252,0.69869,1.48968,1.6175,-0.2873
2.0813,0.5914,0.67902,1.64819,-0.28198
0.41504,0.405,-0.45565,1.67307,-0.28546
-0.44556,0.1693,-1.46595,1.69138,-0.29723
-0.55542,-0.08014,-1.92692,1.70251,-0.31597
-0.32959,-0.30703,-1.67127,1.70594,-0.33973
-0.05493,-0.47957,-0.8784,1.7012,-0.36606
0.54932,-0.57476,0.04401,1.68797,-0.39201
1.59912,-0.58121,0.70884,1.66614,-0.41415
2.70386,-0.50031,0.96225,1.63573,-0.42892
3.00293,-0.3456,0.91976,1.59686,-0.4328
2.52075,-0.14059,0.8152,1.54973,-0.42264
2.0752,0.08488,0.78355,1.49462,-0.39564
2.17896,0.29922,0.74665,1.43203,-0.34958
2.66113,0.47344,0.4897,1.3626,-0.28297
2.18506,0.58498,-0.1286,1.28706,-0.19523
1.0437,0.62056,-0.99457,1.20621,-0.08689
-0.29297,0.57758,-1.73458,1.1209,0.04035
-0.89722,0.4641,-1.91314,1.03214,0.18376
-0.42114,0.29731,-1.31298,0.94097,0.33958
0.93994,0.10058,-0.10999,0.84846,0.50325
2.55127,-0.10019,1.18434,0.75571,0.66934
3.25928,-0.28026,1.98784,0.66387,0.83191
2.55737,-0.41952,1.95933,0.57421,0.98466
1.45264,-0.5046,1.16944,0.48796,1.12111
0.46997,-0.53044,0.03583,0.40628,1.23482
-0.07324,-0.50031,-0.91989,0.33029,1.31965
-0.15259,-0.4247,-1.34069,0.26102,1.37015
-0.15869,-0.31899,-1.17698,0.19946,1.38185
0.26856,-0.20039,-0.64828,0.14655,1.35149
0.92163,-0.08517,-0.07705,0.10312,1.27719
1.24512,0.01397,0.29317,0.0699,1.15858
1.51978,0.08963,0.39465,0.04741,0.99692
1.64185,0.14033,0.31561,0.03607,0.79511
1.77612,0.16992,0.20307,0.03614,0.55763
1.69067,0.186,0.16014,0.04781,0.29048
1.30615,0.19781,0.19531,0.07107,0.00095
0.96436,0.21387,0.23989,0.10575,-0.30257
0.7019,0.23971,0.20908,0.15154,-0.61075
0.3479,0.27628,0.06771,0.20801,-0.91369
-0.10986,0.3194,-0.13822,0.27457,-1.20123
-0.42114,0.36018,-0.30476,0.35048,-1.46352
-0.68359,0.38613,-0.33637,0.43484,-1.69119
-1.29395,0.38324,-0.2166,0.5266,-1.87562
-1.97754,0.33912,-0.03313,0.62466,-2.00926
-2.04468,0.24596,0.07172,0.72786,-2.08605
-1.26953,0.10302,0.00338,0.83488,-2.1018
-1.02539,-0.08221,-0.19797,0.9443,-2.05435
-1.7395,-0.29402,-0.35597,1.05461,-1.94361
-2.45361,-0.50963,-0.26763,1.16435,-1.77177
-1.94092,-0.7019,0.13661,1.27206,-1.54304
-0.31738,-0.84295,0.69575,1.37623,-1.2637
1.00098,-0.9083,1.07497,1.47536,-0.94177
0.99487,-0.88084,0.96748,1.56797,-0.58683
0.36621,-0.75383,0.31794,1.65266,-0.20978
-0.09766,-0.53287,-0.59319,1.72814,0.17757
0.26245,-0.2362,-1.28573,1.79323,0.56285
1.45264,0.10691,-1.36751,1.84681,0.9337
3.00293,0.45917,-0.78844,1.88791,1.27833
4.36401,0.77968,0.11511,1.91573,1.5858
5.5542,1.02911,0.82709,1.92958,1.84626
6.13403,1.17488,0.9778,1.92888,2.05118
6.57349,1.19592,0.56855,1.91326,2.19385
6.47583,1.08575,-0.055,1.88249,2.26987
5.74951,0.85389,-0.45672,1.83655,2.27724
4.60815,0.52485,-0.40747,1.77561,2.21619
3.88794,0.13554,-0.01728,1.70002,2.08904
3.84521,-0.26924,0.3809,1.61034,1.90019
4.00391,-0.64218,0.49429,1.50731,1.6562
3.16162,-0.93947,0.27806,1.39183,1.3655
0.96436,-1.12654,-0.0639,1.26492,1.03798
-1.0437,-1.18246,-0.26967,1.12769,0.68456
-1.3916,-1.10255,-0.24032,0.98139,0.31685
-0.37842,-0.89896,-0.11254,0.82736,-0.05321
0.23804,-0.59897,-0.12594,0.6671,-0.41383
-0.62256,-0.24154,-0.39345,0.50217,-0.75376
-2.41089,0.12805,-0.76206,0.33424,-1.0626
-2.91748,0.46399,-0.88654,0.16504,-1.33127
-1.7334,0.72602,-0.47715,-0.00362,-1.55225
0.177,0.88461,0.45243,-0.16998,-1.71986
0.92163,0.92439,1.52031,-0.33235,-1.83037
0.23804,0.84587,2.15621,-0.48909,-1.88203
-0.83008,0.66482,1.92443,-0.63859,-1.87518
-1.96533,0.41012,0.79244,-0.77925,-1.81213
-3.21045,0.11964,-0.81749,-0.90954,-1.69703
-4.8584,-0.16518,-2.22173,-1.02807,-1.53556
-6.06079,-0.40533,-2.80469,-1.13357,-1.33487
-5.35278,-0.56965,-2.30773,-1.22487,-1.10317
-3.22266,-0.63864,-0.93974,-1.30096,-0.84936
-1.01318,-0.60669,0.7303,-1.36097,-0.58263
0.47607,-0.48268,2.03297,-1.40423,-0.31205
0.98267,-0.28852,2.48769,-1.4302,-0.04655
1.0437,-0.05586,1.9945,-1.43857,0.20536
0.96436,0.17876,0.85135,-1.4292,0.43596
0.50049,0.37929,-0.40531,-1.40219,0.63883
-0.40894,0.51519,-1.26161,-1.3577,0.80911
-1.34277,0.56575,-1.45933,-1.29611,0.94339
-1.68457,0.52301,-1.08527,-1.21795,1.03967
-0.97656,0.39282,-0.47252,-1.12398,1.0973
0.48828,0.19386,0.02196,-1.01511,1.11708
0.84229,-0.04517,0.22411,-0.89243,1.10121
-0.07935,-0.28936,0.20686,-0.75713,1.05305
-1.01318,-0.50248,0.1762,-0.61055,0.97683
-1.01929,-0.65219,0.27438,-0.45406,0.87738
-0.0061,-0.71472,0.45416,-0.28916,0.75997
0.58594,-0.67824,0.5242,-0.1174,0.63015
0.65308,-0.54443,0.32939,0.05955,0.49353
0.29907,-0.3285,-0.08508,0.23995,0.3555
